XR	start	end	chr
XR_002635872.1	4591389	4594418	NC_035788.1
XR_002635873.1	4595000	4595559	NC_035788.1
XR_002635896.1	4806377	4808251	NC_035788.1
XR_002636475.1	5014425	5017532	NC_035788.1
XR_002636045.1	5199263	5204045	NC_035788.1
XR_002636880.1	5281927	5283702	NC_035788.1
XR_002636881.1	5283719	5284479	NC_035788.1
XR_002636944.1	5319684	5320730	NC_035788.1
XR_002635876.1	5321967	5328257	NC_035788.1
XR_002636888.1	5621749	5623088	NC_035788.1
XR_002635976.1	5749631	5752410	NC_035788.1
XR_002636229.1	5756370	5757224	NC_035788.1
XR_002636609.1	5832281	5833427	NC_035788.1
XR_002635862.1	5995936	5996870	NC_035788.1
XR_002636330.1	6271649	6278562	NC_035788.1
XR_002636063.1	6502144	6504388	NC_035788.1
XR_002636050.1	6527053	6529136	NC_035788.1
XR_002636375.1	6652740	6653710	NC_035788.1
XR_002636374.1	6745549	6751272	NC_035788.1
XR_002636883.1	7325585	7333289	NC_035788.1
XR_002636327.1	7468417	7478265	NC_035788.1
XR_002636328.1	7684853	7690199	NC_035788.1
XR_002636323.1	7716490	7739645	NC_035788.1
XR_002636329.1	7779977	7781213	NC_035788.1
XR_002636326.1	7909465	7944678	NC_035788.1
XR_002635942.1	8215034	8216566	NC_035788.1
XR_002636130.1	8246572	8247271	NC_035788.1
XR_002636886.1	8368807	8369735	NC_035788.1
XR_002636064.1	8684524	8688882	NC_035788.1
XR_002636065.1	8688918	8692952	NC_035788.1
XR_002636209.1	8693866	8695765	NC_035788.1
XR_002636210.1	8695767	8698939	NC_035788.1
XR_002636019.1	8699931	8708187	NC_035788.1
XR_002636971.1	8708780	8710193	NC_035788.1
XR_002636968.1	9222443	9227695	NC_035788.1
XR_002636844.1	9237374	9244771	NC_035788.1
XR_002636044.1	9279507	9286090	NC_035788.1
XR_002636390.1	9323576	9325393	NC_035788.1
XR_002636301.1	9391666	9395666	NC_035788.1
XR_002636354.1	9418084	9428847	NC_035788.1
XR_002636997.1	9544873	9546294	NC_035788.1
XR_002636828.1	10085286	10086320	NC_035788.1
XR_002636387.1	11115403	11119178	NC_035788.1
XR_002636389.1	11182538	11183025	NC_035788.1
XR_002636388.1	11201240	11203695	NC_035788.1
XR_002635901.1	11234689	11236236	NC_035788.1
XR_002636247.1	11279168	11281265	NC_035788.1
XR_002636906.1	11413869	11417620	NC_035788.1
XR_002636274.1	11538233	11539149	NC_035788.1
XR_002636621.1	12363693	12364339	NC_035788.1
XR_002636622.1	12365221	12366471	NC_035788.1
XR_002636623.1	12534839	12539589	NC_035788.1
XR_002636620.1	12663244	12665435	NC_035788.1
XR_002635974.1	13066043	13067830	NC_035788.1
XR_002635973.1	13068059	13069268	NC_035788.1
XR_002635863.1	13254252	13257664	NC_035788.1
XR_002636541.1	13278882	13282275	NC_035788.1
XR_002635959.1	13522801	13532923	NC_035788.1
XR_002635961.1	13560152	13560909	NC_035788.1
XR_002635960.1	13562757	13564377	NC_035788.1
XR_002635958.1	13586963	13593382	NC_035788.1
XR_002636264.1	13952923	13956079	NC_035788.1
XR_002636260.1	14019749	14029817	NC_035788.1
XR_002636263.1	14113536	14115021	NC_035788.1
XR_002636258.1	14514584	14518933	NC_035788.1
XR_002636850.1	14710386	14712270	NC_035788.1
XR_002636877.1	14725149	14728067	NC_035788.1
XR_002636613.1	15407776	15411577	NC_035788.1
XR_002636426.1	15725405	15726059	NC_035788.1
XR_002635985.1	15968607	15974999	NC_035788.1
XR_002636075.1	16182064	16185061	NC_035788.1
XR_002636742.1	16253034	16256231	NC_035788.1
XR_002636741.1	16356789	16358514	NC_035788.1
XR_002635940.1	16963987	16964520	NC_035788.1
XR_002636928.1	17071483	17077329	NC_035788.1
XR_002635993.1	17238168	17239484	NC_035788.1
XR_002636081.1	17249242	17249917	NC_035788.1
XR_002635968.1	17496951	17498178	NC_035788.1
XR_002636936.1	17840768	17843310	NC_035788.1
XR_002636999.1	17895935	17898356	NC_035788.1
XR_002636122.1	17988710	17990093	NC_035788.1
XR_002636722.1	18277836	18281100	NC_035788.1
XR_002636080.1	18455152	18457215	NC_035788.1
XR_002635975.1	18607016	18609498	NC_035788.1
XR_002636908.1	18678447	18712188	NC_035788.1
XR_002636948.1	18714258	18719003	NC_035788.1
XR_002636756.1	18720354	18725706	NC_035788.1
XR_002635927.1	18749044	18751734	NC_035788.1
XR_002636026.1	18757722	18758875	NC_035788.1
XR_002636854.1	19308652	19311766	NC_035788.1
XR_002636292.1	19393350	19395228	NC_035788.1
XR_002636615.1	19645953	19650444	NC_035788.1
XR_002636304.1	19681411	19683832	NC_035788.1
XR_002636191.1	19696535	19699214	NC_035788.1
XR_002636759.1	20051111	20054382	NC_035788.1
XR_002636293.1	20079880	20081913	NC_035788.1
XR_002636461.1	20087181	20101216	NC_035788.1
XR_002636473.1	20107207	20130471	NC_035788.1
XR_002636466.1	20160942	20178922	NC_035788.1
XR_002636470.1	20212644	20213838	NC_035788.1
XR_002636472.1	20271954	20296244	NC_035788.1
XR_002636465.1	20472960	20483158	NC_035788.1
XR_002636148.1	20749435	20750556	NC_035788.1
XR_002635915.1	20803438	20804246	NC_035788.1
XR_002636124.1	20972437	20973531	NC_035788.1
XR_002636083.1	21090727	21091185	NC_035788.1
XR_002636857.1	21100876	21117317	NC_035788.1
XR_002635903.1	21226137	21227870	NC_035788.1
XR_002636298.1	21849869	21850849	NC_035788.1
XR_002635989.1	22043554	22045785	NC_035788.1
XR_002636840.1	22049721	22051399	NC_035788.1
XR_002636763.1	22052157	22054337	NC_035788.1
XR_002636821.1	22430076	22432204	NC_035788.1
XR_002636625.1	22558819	22561912	NC_035788.1
XR_002635857.1	22577291	22584657	NC_035788.1
XR_002636952.1	22846400	22848697	NC_035788.1
XR_002636271.1	23312388	23314659	NC_035788.1
XR_002636270.1	23385695	23388862	NC_035788.1
XR_002636273.1	23502955	23506263	NC_035788.1
XR_002636272.1	23514191	23516307	NC_035788.1
XR_002635893.1	23686265	23688680	NC_035788.1
XR_002635906.1	23750996	23753476	NC_035788.1
XR_002636149.1	23983467	23984606	NC_035788.1
XR_002636874.1	24120909	24123840	NC_035788.1
XR_002636746.1	24515119	24516410	NC_035788.1
XR_002636542.1	24541285	24541970	NC_035788.1
XR_002636545.1	25280982	25287026	NC_035788.1
XR_002636839.1	25511655	25512537	NC_035788.1
XR_002636838.1	25585227	25586481	NC_035788.1
XR_002636309.1	25891109	25893559	NC_035788.1
XR_002636017.1	25918891	25919904	NC_035788.1
XR_002636348.1	26177296	26178003	NC_035788.1
XR_002636346.1	26282589	26285698	NC_035788.1
XR_002636349.1	26303495	26304400	NC_035788.1
XR_002636345.1	26377981	26385584	NC_035788.1
XR_002636347.1	26390104	26394884	NC_035788.1
XR_002636076.1	26763512	26765098	NC_035788.1
XR_002636305.1	26798047	26798596	NC_035788.1
XR_002636195.1	26844226	26846149	NC_035788.1
XR_002636907.1	26899149	26901100	NC_035788.1
XR_002636847.1	27028545	27030373	NC_035788.1
XR_002636848.1	27112817	27116635	NC_035788.1
XR_002636832.1	27187394	27191750	NC_035788.1
XR_002636923.1	27201966	27204224	NC_035788.1
XR_002636232.1	27296445	27296825	NC_035788.1
XR_002636231.1	27296828	27297631	NC_035788.1
XR_002636233.1	27391030	27392122	NC_035788.1
XR_002636831.1	27528586	27532664	NC_035788.1
XR_002635963.1	27697805	27701596	NC_035788.1
XR_002636598.1	27827618	27829872	NC_035788.1
XR_002636480.1	28148823	28150209	NC_035788.1
XR_002636477.1	28485266	28488090	NC_035788.1
XR_002636479.1	28617525	28620434	NC_035788.1
XR_002636478.1	28639903	28640860	NC_035788.1
XR_002636117.1	29232400	29249256	NC_035788.1
XR_002636118.1	29394625	29397061	NC_035788.1
XR_002636116.1	29496188	29498869	NC_035788.1
XR_002636114.1	29548464	29552557	NC_035788.1
XR_002636113.1	29559942	29562083	NC_035788.1
XR_002636415.1	30244334	30254449	NC_035788.1
XR_002636823.1	30701862	30704842	NC_035788.1
XR_002636154.1	30793972	30798187	NC_035788.1
XR_002636152.1	30963526	30964622	NC_035788.1
XR_002636156.1	30992333	30997408	NC_035788.1
XR_002636155.1	31074259	31075361	NC_035788.1
XR_002636151.1	31189387	31190144	NC_035788.1
XR_002636153.1	31400049	31400825	NC_035788.1
XR_002636876.1	31778141	31779438	NC_035788.1
XR_002635846.1	31821514	31822501	NC_035788.1
XR_002635964.1	31883398	31884211	NC_035788.1
XR_002636221.1	32000640	32006296	NC_035788.1
XR_002636367.1	32073501	32077967	NC_035788.1
XR_002635996.1	32180791	32183445	NC_035788.1
XR_002636447.1	32408786	32410241	NC_035788.1
XR_002636444.1	32576416	32587959	NC_035788.1
XR_002636446.1	32607981	32608456	NC_035788.1
XR_002636366.1	33072026	33073860	NC_035788.1
XR_002636520.1	33274404	33280099	NC_035788.1
XR_002636519.1	33294991	33305844	NC_035788.1
XR_002636521.1	33338295	33340799	NC_035788.1
XR_002636248.1	33424459	33425126	NC_035788.1
XR_002636809.1	33662378	33663549	NC_035788.1
XR_002636800.1	33673251	33674749	NC_035788.1
XR_002636799.1	33722679	33723348	NC_035788.1
XR_002636789.1	33725073	33726881	NC_035788.1
XR_002636805.1	33754759	33764954	NC_035788.1
XR_002636786.1	33769032	33795706	NC_035788.1
XR_002636794.1	33796037	33800693	NC_035788.1
XR_002636801.1	34042787	34046260	NC_035788.1
XR_002636790.1	34156927	34159034	NC_035788.1
XR_002636793.1	34159562	34161040	NC_035788.1
XR_002636810.1	34250523	34252436	NC_035788.1
XR_002636806.1	34441998	34442989	NC_035788.1
XR_002636808.1	34553635	34555304	NC_035788.1
XR_002636802.1	34593810	34599825	NC_035788.1
XR_002636807.1	34612291	34639593	NC_035788.1
XR_002636803.1	34713155	34714726	NC_035788.1
XR_002636804.1	34715483	34716728	NC_035788.1
XR_002636811.1	34728815	34729539	NC_035788.1
XR_002636147.1	34877668	34882004	NC_035788.1
XR_002635884.1	35443983	35444982	NC_035788.1
XR_002635935.1	35647265	35648389	NC_035788.1
XR_002636617.1	35927340	35929649	NC_035788.1
XR_002635924.1	36085887	36088488	NC_035788.1
XR_002635925.1	36099184	36100407	NC_035788.1
XR_002635918.1	36135732	36154700	NC_035788.1
XR_002636586.1	36341216	36342587	NC_035788.1
XR_002636753.1	36350715	36353126	NC_035788.1
XR_002636417.1	36665945	36673373	NC_035788.1
XR_002636418.1	36682643	36683956	NC_035788.1
XR_002636905.1	37421532	37423005	NC_035788.1
XR_002636097.1	37443327	37444189	NC_035788.1
XR_002636218.1	37962006	37964109	NC_035788.1
XR_002636736.1	38055969	38058124	NC_035788.1
XR_002636733.1	38068408	38069312	NC_035788.1
XR_002636728.1	38074316	38077271	NC_035788.1
XR_002636730.1	38188175	38189701	NC_035788.1
XR_002636729.1	38189709	38192661	NC_035788.1
XR_002636734.1	38197641	38198404	NC_035788.1
XR_002636735.1	38298691	38301257	NC_035788.1
XR_002636731.1	38397600	38398448	NC_035788.1
XR_002636732.1	38660507	38663212	NC_035788.1
XR_002636738.1	38685337	38687691	NC_035788.1
XR_002636737.1	38892520	38893213	NC_035788.1
XR_002636194.1	39201159	39202169	NC_035788.1
XR_002635908.1	39263344	39265159	NC_035788.1
XR_002635909.1	39265853	39268814	NC_035788.1
XR_002636098.1	39269939	39270482	NC_035788.1
XR_002636241.1	39561852	39563750	NC_035788.1
XR_002636243.1	39814342	39817976	NC_035788.1
XR_002636244.1	39933335	39934215	NC_035788.1
XR_002636439.1	40304281	40310102	NC_035788.1
XR_002636835.1	40625917	40629096	NC_035788.1
XR_002636119.1	40724998	40728487	NC_035788.1
XR_002636099.1	41136333	41137418	NC_035788.1
XR_002636101.1	41165746	41166689	NC_035788.1
XR_002636100.1	41166794	41169843	NC_035788.1
XR_002636285.1	41355020	41357047	NC_035788.1
XR_002636283.1	41475472	41478543	NC_035788.1
XR_002636288.1	41603184	41617343	NC_035788.1
XR_002636287.1	41870723	41872027	NC_035788.1
XR_002636165.1	41945521	41948120	NC_035788.1
XR_002636164.1	42115745	42117222	NC_035788.1
XR_002636166.1	42118491	42121347	NC_035788.1
XR_002636167.1	42129458	42130836	NC_035788.1
XR_002635917.1	42461221	42463765	NC_035788.1
XR_002635916.1	42513868	42515414	NC_035788.1
XR_002635869.1	42870062	42881500	NC_035788.1
XR_002636602.1	43034390	43038137	NC_035788.1
XR_002635981.1	43176113	43188684	NC_035788.1
XR_002636836.1	43555855	43579670	NC_035788.1
XR_002636546.1	43655421	43657854	NC_035788.1
XR_002636035.1	43704754	43705758	NC_035788.1
XR_002636037.1	43734717	43749452	NC_035788.1
XR_002636033.1	43808719	43813193	NC_035788.1
XR_002636034.1	43840427	43842545	NC_035788.1
XR_002636106.1	44027233	44028801	NC_035788.1
XR_002636104.1	44186573	44189510	NC_035788.1
XR_002636107.1	44263144	44263605	NC_035788.1
XR_002636105.1	44305575	44307280	NC_035788.1
XR_002636252.1	44406408	44407882	NC_035788.1
XR_002635907.1	44461119	44463544	NC_035788.1
XR_002636238.1	44650203	44652468	NC_035788.1
XR_002636852.1	44836334	44837356	NC_035788.1
XR_002636408.1	44968658	44973155	NC_035788.1
XR_002636407.1	45021824	45028837	NC_035788.1
XR_002636409.1	45045646	45047746	NC_035788.1
XR_002636401.1	45202265	45214036	NC_035788.1
XR_002635970.1	45250505	45252373	NC_035788.1
XR_002636966.1	45256912	45259619	NC_035788.1
XR_002635859.1	45286814	45287755	NC_035788.1
XR_002635860.1	45288189	45293530	NC_035788.1
XR_002636515.1	45691235	45691969	NC_035788.1
XR_002636505.1	45894001	45895165	NC_035788.1
XR_002636499.1	45900396	45908045	NC_035788.1
XR_002636507.1	45904461	45904817	NC_035788.1
XR_002636509.1	45906087	45906599	NC_035788.1
XR_002636494.1	46320891	46325529	NC_035788.1
XR_002636495.1	46359386	46363531	NC_035788.1
XR_002636504.1	46368234	46369129	NC_035788.1
XR_002636513.1	46573390	46573929	NC_035788.1
XR_002636503.1	46753008	46756935	NC_035788.1
XR_002636514.1	46793936	46794471	NC_035788.1
XR_002636500.1	46853270	46862214	NC_035788.1
XR_002636511.1	47326587	47327519	NC_035788.1
XR_002636496.1	47389304	47400148	NC_035788.1
XR_002636508.1	47594354	47597614	NC_035788.1
XR_002636820.1	47868619	47873730	NC_035788.1
XR_002635969.1	48129314	48132495	NC_035788.1
XR_002636655.1	48659321	48664844	NC_035788.1
XR_002636662.1	48864860	48872431	NC_035788.1
XR_002636660.1	48867787	48869413	NC_035788.1
XR_002636659.1	48936647	48937306	NC_035788.1
XR_002636663.1	49168405	49188397	NC_035788.1
XR_002636661.1	49247396	49264215	NC_035788.1
XR_002636067.1	49405077	49415098	NC_035788.1
XR_002636919.1	49568417	49569941	NC_035788.1
XR_002636939.1	49674938	49683815	NC_035788.1
XR_002636940.1	49687044	49714519	NC_035788.1
XR_002636005.1	49940593	49941343	NC_035788.1
XR_002636669.1	50035650	50036703	NC_035788.1
XR_002635926.1	50280509	50284896	NC_035788.1
XR_002636290.1	50328537	50334062	NC_035788.1
XR_002636945.1	50357174	50359582	NC_035788.1
XR_002636002.1	50366712	50374468	NC_035788.1
XR_002636946.1	51404356	51407486	NC_035788.1
XR_002636909.1	51458593	51460564	NC_035788.1
XR_002636605.1	51697288	51699767	NC_035788.1
XR_002636235.1	51803403	51806192	NC_035788.1
XR_002636175.1	51891005	51901839	NC_035788.1
XR_002636601.1	52048998	52055536	NC_035788.1
XR_002636393.1	52239237	52240537	NC_035788.1
XR_002636724.1	52439802	52440730	NC_035788.1
XR_002636022.1	52523092	52523893	NC_035788.1
XR_002636021.1	52526059	52526353	NC_035788.1
XR_002636921.1	52560447	52561555	NC_035788.1
XR_002636303.1	52861328	52878487	NC_035788.1
XR_002636758.1	53076269	53079131	NC_035788.1
XR_002636959.1	53222116	53232721	NC_035788.1
XR_002636534.1	53445705	53447942	NC_035788.1
XR_002636038.1	53798800	53804905	NC_035788.1
XR_002636875.1	53849179	53850281	NC_035788.1
XR_002635984.1	54047530	54050630	NC_035788.1
XR_002635982.1	54055611	54058557	NC_035788.1
XR_002636250.1	54207179	54208319	NC_035788.1
XR_002636915.1	54241948	54243028	NC_035788.1
XR_002636056.1	54357343	54361530	NC_035788.1
XR_002636862.1	54518165	54519638	NC_035788.1
XR_002636220.1	54619250	54621766	NC_035788.1
XR_002635971.1	54630402	54635025	NC_035788.1
XR_002635972.1	54638070	54640270	NC_035788.1
XR_002636012.1	55645482	55652617	NC_035788.1
XR_002636007.1	55720538	55732463	NC_035788.1
XR_002636008.1	55860565	55885432	NC_035788.1
XR_002636011.1	55866604	55878390	NC_035788.1
XR_002636010.1	55920594	55921553	NC_035788.1
XR_002635851.1	56973618	56975943	NC_035788.1
XR_002636539.1	57287760	57288532	NC_035788.1
XR_002636424.1	57448440	57451821	NC_035788.1
XR_002636425.1	57490924	57492766	NC_035788.1
XR_002636993.1	57723652	57726493	NC_035788.1
XR_002636897.1	57843347	57845296	NC_035788.1
XR_002636896.1	57905214	57906170	NC_035788.1
XR_002636900.1	57982274	57984574	NC_035788.1
XR_002636899.1	58103547	58105153	NC_035788.1
XR_002636898.1	58117588	58119799	NC_035788.1
XR_002636197.1	58288576	58294095	NC_035788.1
XR_002636645.1	58460846	58463772	NC_035788.1
XR_002636646.1	58499373	58501193	NC_035788.1
XR_002636639.1	58515195	58526883	NC_035788.1
XR_002636594.1	58585094	58588129	NC_035788.1
XR_002636308.1	58806726	58807797	NC_035788.1
XR_002636600.1	59262343	59264374	NC_035788.1
XR_002635944.1	59640953	59642147	NC_035788.1
XR_002636396.1	59776271	59778881	NC_035788.1
XR_002637004.1	59906050	59909331	NC_035788.1
XR_002636182.1	60189833	60191440	NC_035788.1
XR_002636912.1	60211989	60227862	NC_035788.1
XR_002636929.1	60338589	60350767	NC_035788.1
XR_002636266.1	60860782	60861582	NC_035788.1
XR_002635954.1	61093277	61095430	NC_035788.1
XR_002635848.1	61139101	61139574	NC_035788.1
XR_002636072.1	61390376	61392323	NC_035788.1
XR_002636889.1	61646973	61649699	NC_035788.1
XR_002636916.1	61838779	61841349	NC_035788.1
XR_002636938.1	62846479	62849445	NC_035788.1
XR_002636965.1	63040999	63044562	NC_035788.1
XR_002636144.1	63059808	63063281	NC_035788.1
XR_002636529.1	63234725	63235358	NC_035788.1
XR_002636530.1	63260389	63261148	NC_035788.1
XR_002636053.1	63315241	63319424	NC_035788.1
XR_002636296.1	63379676	63381744	NC_035788.1
XR_002635953.1	63666686	63669919	NC_035788.1
XR_002636230.1	63694423	63695114	NC_035788.1
XR_002636015.1	63695972	63697480	NC_035788.1
XR_002636268.1	63897285	63897944	NC_035788.1
XR_002636416.1	64103449	64105132	NC_035788.1
XR_002635868.1	64919711	64922887	NC_035788.1
XR_002636518.1	64997931	64998605	NC_035788.1
XR_002636516.1	65031842	65043697	NC_035788.1
XR_002636517.1	65195918	65196700	NC_035788.1
XR_002635936.1	65397879	65399911	NC_035788.1
XR_002636882.1	66108766	66111986	NC_035788.1
XR_002635967.1	66228303	66230696	NC_035788.1
XR_002635977.1	66905634	66914427	NC_035788.1
XR_002636307.1	67004372	67026708	NC_035788.1
XR_002636058.1	67068948	67078002	NC_035788.1
XR_002636767.1	67648939	67654048	NC_035788.1
XR_002636551.1	68158000	68161498	NC_035788.1
XR_002635897.1	68334794	68336963	NC_035788.1
XR_002635899.1	68349249	68359903	NC_035788.1
XR_002636062.1	68395922	68400221	NC_035788.1
XR_002635866.1	70185832	70188883	NC_035788.1
XR_002636872.1	70363338	70364707	NC_035788.1
XR_002636653.1	70557842	70559777	NC_035788.1
XR_002635858.1	70634147	70636398	NC_035788.1
XR_002636120.1	71407054	71413836	NC_035788.1
XR_002635932.1	72034654	72051833	NC_035788.1
XR_002636768.1	72082420	72086554	NC_035788.1
XR_002636579.1	72097935	72109644	NC_035788.1
XR_002636998.1	72444775	72450628	NC_035788.1
XR_002636845.1	72645846	72647713	NC_035788.1
XR_002636350.1	72743930	72753083	NC_035788.1
XR_002636885.1	73243311	73245674	NC_035788.1
XR_002636384.1	73470570	73473925	NC_035788.1
XR_002636382.1	73532867	73535081	NC_035788.1
XR_002636942.1	73900405	73905040	NC_035788.1
XR_002635979.1	74188715	74190721	NC_035788.1
XR_002636422.1	74257039	74257563	NC_035788.1
XR_002636419.1	74268928	74272520	NC_035788.1
XR_002636246.1	74560397	74561614	NC_035788.1
XR_002636040.1	74627567	74628183	NC_035788.1
XR_002637002.1	74844511	74847668	NC_035788.1
XR_002635889.1	75355354	75356359	NC_035788.1
XR_002636766.1	75440710	75450441	NC_035788.1
XR_002635855.1	75878943	75880067	NC_035788.1
XR_002636770.1	75916496	75918988	NC_035788.1
XR_002636814.1	76026613	76027551	NC_035788.1
XR_002636626.1	76112083	76114497	NC_035788.1
XR_002636563.1	76732298	76742205	NC_035788.1
XR_002635895.1	77225060	77229612	NC_035788.1
XR_002635870.1	77235345	77239441	NC_035788.1
XR_002635847.1	77248490	77252337	NC_035788.1
XR_002636913.1	77673739	77676835	NC_035788.1
XR_002636391.1	77762519	77765249	NC_035788.1
XR_002635992.1	77980666	77997522	NC_035788.1
XR_002636922.1	78157929	78160673	NC_035788.1
XR_002636061.1	78491236	78495448	NC_035788.1
XR_002635867.1	78524742	78530232	NC_035788.1
XR_002636145.1	78672894	78681227	NC_035788.1
XR_002636029.1	78906261	78909503	NC_035788.1
XR_002636714.1	79205459	79213614	NC_035788.1
XR_002636719.1	79223013	79224132	NC_035788.1
XR_002636718.1	79240718	79246880	NC_035788.1
XR_002636689.1	79419074	79503817	NC_035788.1
XR_002636696.1	79593438	79597593	NC_035788.1
XR_002636695.1	79633741	79634751	NC_035788.1
XR_002636715.1	79803482	79811396	NC_035788.1
XR_002636708.1	79823635	79825408	NC_035788.1
XR_002636720.1	79840564	79841878	NC_035788.1
XR_002636707.1	80111033	80118265	NC_035788.1
XR_002636705.1	80211382	80213911	NC_035788.1
XR_002636699.1	80249178	80258225	NC_035788.1
XR_002636701.1	80261573	80263755	NC_035788.1
XR_002636694.1	80570235	80577673	NC_035788.1
XR_002636709.1	80603408	80606713	NC_035788.1
XR_002636711.1	80617634	80624659	NC_035788.1
XR_002636717.1	80635727	80642186	NC_035788.1
XR_002636955.1	80899248	80900343	NC_035788.1
XR_002636996.1	80902504	80904441	NC_035788.1
XR_002636970.1	81110538	81112760	NC_035788.1
XR_002636812.1	81125820	81130187	NC_035788.1
XR_002635881.1	81140971	81152753	NC_035788.1
XR_002635902.1	81294710	81295919	NC_035788.1
XR_002636214.1	81463337	81464414	NC_035788.1
XR_002636213.1	81465733	81468080	NC_035788.1
XR_002636177.1	82007912	82011035	NC_035788.1
XR_002636178.1	82042367	82045349	NC_035788.1
XR_002636180.1	82110160	82111514	NC_035788.1
XR_002636181.1	82113070	82116068	NC_035788.1
XR_002636176.1	82131077	82134066	NC_035788.1
XR_002636527.1	82371755	82379001	NC_035788.1
XR_002635994.1	82654882	82663777	NC_035788.1
XR_002636973.1	82767150	82767767	NC_035788.1
XR_002636193.1	82813118	82814081	NC_035788.1
XR_002636995.1	82952460	82954266	NC_035788.1
XR_002635885.1	83149398	83153367	NC_035788.1
XR_002636890.1	83496097	83499142	NC_035788.1
XR_002636297.1	83979592	83980878	NC_035788.1
XR_002636910.1	84559153	84560385	NC_035788.1
XR_002636006.1	84637799	84639066	NC_035788.1
XR_002635988.1	84710623	84713102	NC_035788.1
XR_002636042.1	84798377	84801122	NC_035788.1
XR_002636947.1	84806318	84808422	NC_035788.1
XR_002636174.1	85063286	85065281	NC_035788.1
XR_002637005.1	85572053	85573326	NC_035788.1
XR_002636624.1	85712087	85715220	NC_035788.1
XR_002636140.1	85873271	85877358	NC_035788.1
XR_002636138.1	85877935	85879204	NC_035788.1
XR_002636137.1	85879748	85881668	NC_035788.1
XR_002636142.1	85941002	85941628	NC_035788.1
XR_002636134.1	85960764	85962074	NC_035788.1
XR_002636139.1	85962273	85963004	NC_035788.1
XR_002636135.1	86125877	86127957	NC_035788.1
XR_002636133.1	86249244	86250522	NC_035788.1
XR_002636136.1	86351765	86360475	NC_035788.1
XR_002636141.1	86478648	86480486	NC_035788.1
XR_002636249.1	86712877	86715707	NC_035788.1
XR_002636059.1	86936999	86937946	NC_035788.1
XR_002635998.1	86995254	86998731	NC_035788.1
XR_002636225.1	87054192	87055980	NC_035788.1
XR_002636224.1	87089322	87155964	NC_035788.1
XR_002636223.1	87174524	87177345	NC_035788.1
XR_002636018.1	87599847	87601191	NC_035788.1
XR_002636125.1	87832181	87837257	NC_035788.1
XR_002636128.1	87875339	87877069	NC_035788.1
XR_002636126.1	87928077	87932299	NC_035788.1
XR_002636431.1	88594468	88597748	NC_035788.1
XR_002636771.1	88635730	88638585	NC_035788.1
XR_002636772.1	88683316	88702795	NC_035788.1
XR_002636773.1	88745823	88749757	NC_035788.1
XR_002636087.1	89081516	89084375	NC_035788.1
XR_002636093.1	89099381	89100406	NC_035788.1
XR_002636090.1	89161045	89169806	NC_035788.1
XR_002636096.1	89282839	89299118	NC_035788.1
XR_002636089.1	89399421	89400951	NC_035788.1
XR_002636094.1	89886881	89892940	NC_035788.1
XR_002636095.1	90049347	90052992	NC_035788.1
XR_002636088.1	90070346	90073586	NC_035788.1
XR_002636092.1	90094379	90097453	NC_035788.1
XR_002636091.1	90214980	90218281	NC_035788.1
XR_002636827.1	90334620	90335758	NC_035788.1
XR_002635945.1	90413700	90417601	NC_035788.1
XR_002637003.1	90849680	90852609	NC_035788.1
XR_002636924.1	91280535	91281507	NC_035788.1
XR_002635956.1	91631777	91633851	NC_035788.1
XR_002636604.1	91761030	91795509	NC_035788.1
XR_002636961.1	92122844	92124949	NC_035788.1
XR_002636049.1	92612540	92613736	NC_035788.1
XR_002636027.1	92613960	92615141	NC_035788.1
XR_002636014.1	92625936	92627218	NC_035788.1
XR_002636870.1	92652046	92659618	NC_035788.1
XR_002636975.1	92673433	92683004	NC_035788.1
XR_002636023.1	92792987	92800930	NC_035788.1
XR_002635962.1	92887642	92889488	NC_035788.1
XR_002636186.1	92966936	92968057	NC_035788.1
XR_002636187.1	92978319	92980378	NC_035788.1
XR_002636855.1	92987820	92990368	NC_035788.1
XR_002636131.1	93003681	93005381	NC_035788.1
XR_002636226.1	93020368	93021835	NC_035788.1
XR_002636109.1	93221758	93222685	NC_035788.1
XR_002636849.1	93289452	93291111	NC_035788.1
XR_002635913.1	93390137	93390696	NC_035788.1
XR_002635852.1	93432189	93433518	NC_035788.1
XR_002636607.1	93493123	93495007	NC_035788.1
XR_002636392.1	93530512	93533886	NC_035788.1
XR_002636853.1	93697423	93699130	NC_035788.1
XR_002636146.1	93908845	93915342	NC_035788.1
XR_002636289.1	93922279	93924763	NC_035788.1
XR_002636825.1	94165928	94168305	NC_035788.1
XR_002636744.1	94840406	94843658	NC_035788.1
XR_002635878.1	95055050	95056874	NC_035788.1
XR_002636207.1	95064959	95068070	NC_035788.1
XR_002636312.1	96117529	96121252	NC_035788.1
XR_002635912.1	96618700	96621866	NC_035788.1
XR_002635910.1	96655537	96660596	NC_035788.1
XR_002635911.1	96704257	96705418	NC_035788.1
XR_002636414.1	96766365	96769421	NC_035788.1
XR_002636412.1	96888088	96901929	NC_035788.1
XR_002636413.1	96922124	96923638	NC_035788.1
XR_002636013.1	97360061	97376678	NC_035788.1
XR_002635965.1	97487908	97488773	NC_035788.1
XR_002636943.1	97544541	97547257	NC_035788.1
XR_002636751.1	97581147	97585751	NC_035788.1
XR_002636078.1	97594982	97596578	NC_035788.1
XR_002636172.1	97619812	97623116	NC_035788.1
XR_002636073.1	97694245	97698657	NC_035788.1
XR_002636458.1	97798213	97798811	NC_035788.1
XR_002636459.1	97940012	97943396	NC_035788.1
