XP	start	end	chr
XP_022298945.1	62144488	62149794	NC_035787.1
XP_022298946.1	58010681	58028340	NC_035787.1
XP_022298947.1	58010681	58028340	NC_035787.1
XP_022298948.1	58010681	58028340	NC_035787.1
XP_022298949.1	29762574	29777307	NC_035787.1
XP_022298950.1	29762574	29777307	NC_035787.1
XP_022298951.1	29762574	29777307	NC_035787.1
XP_022298952.1	29762574	29777307	NC_035787.1
XP_022298953.1	12392820	12399853	NC_035787.1
XP_022298954.1	12392820	12399853	NC_035787.1
XP_022298955.1	12392820	12399853	NC_035787.1
XP_022298956.1	12392820	12399853	NC_035787.1
XP_022298957.1	48119435	48126858	NC_035780.1
XP_022298958.1	12392820	12399853	NC_035787.1
XP_022298959.1	12404048	12423903	NC_035787.1
XP_022298960.1	12406884	12423903	NC_035787.1
XP_022298961.1	75883919	75908589	NC_035787.1
XP_022298962.1	75883919	75908589	NC_035787.1
XP_022298963.1	75898419	75898419	NC_035787.1
XP_022298964.1	75898419	75898419	NC_035787.1
XP_022298965.1	71782415	71793981	NC_035787.1
XP_022298966.1	71782948	71793981	NC_035787.1
XP_022298967.1	71755982	71770086	NC_035787.1
XP_022298968.1	71777197	71781787	NC_035787.1
XP_022298969.1	71777197	71781787	NC_035787.1
XP_022298970.1	49303468	49322992	NC_035780.1
XP_022298971.1	71772207	71775641	NC_035787.1
XP_022298972.1	69029498	69046065	NC_035787.1
XP_022298973.1	69029498	69046065	NC_035787.1
XP_022298974.1	69029498	69046065	NC_035787.1
XP_022298975.1	69029498	69046065	NC_035787.1
XP_022298976.1	74653249	74664160	NC_035787.1
XP_022298977.1	74616868	74616868	NC_035787.1
XP_022298978.1	26750642	26755837	NC_035780.1
XP_022298979.1	61523565	61538098	NC_035787.1
XP_022298980.1	49344673	49348012	NC_035780.1
XP_022298981.1	61529304	61533179	NC_035787.1
XP_022298982.1	61529304	61533179	NC_035787.1
XP_022298983.1	55267004	55267004	NC_035787.1
XP_022298984.1	55249907	55249907	NC_035787.1
XP_022298985.1	55255922	55255922	NC_035787.1
XP_022298986.1	61547242	61547242	NC_035787.1
XP_022298987.1	61564080	61564623	NC_035787.1
XP_022298988.1	61564080	61564623	NC_035787.1
XP_022298989.1	61564080	61564623	NC_035787.1
XP_022298990.1	61564080	61564623	NC_035787.1
XP_022298991.1	49349250	49352068	NC_035780.1
XP_022298992.1	29120421	29122630	NC_035787.1
XP_022298993.1	29139357	29141192	NC_035787.1
XP_022298994.1	29135765	29141192	NC_035787.1
XP_022298995.1	29397091	29404907	NC_035787.1
XP_022298996.1	29244028	29257220	NC_035787.1
XP_022298997.1	29127174	29128059	NC_035787.1
XP_022298998.1	29109667	29110229	NC_035787.1
XP_022298999.1	29091265	29092151	NC_035787.1
XP_022299000.1	49623735	49628145	NC_035780.1
XP_022299001.1	29389535	29389956	NC_035787.1
XP_022299002.1	29370299	29370760	NC_035787.1
XP_022299003.1	29341232	29342250	NC_035787.1
XP_022299004.1	29119416	29129104	NC_035787.1
XP_022299005.1	29432039	29432935	NC_035787.1
XP_022299006.1	29442149	29442661	NC_035787.1
XP_022299007.1	29047011	29061585	NC_035787.1
XP_022299008.1	29047011	29047808	NC_035787.1
XP_022299009.1	29163808	29164611	NC_035787.1
XP_022299010.1	29202109	29203272	NC_035787.1
XP_022299011.1	29354148	29354879	NC_035787.1
XP_022299012.1	48599649	48600435	NC_035780.1
XP_022299013.1	49629285	49631503	NC_035780.1
XP_022299014.1	29436331	29437380	NC_035787.1
XP_022299015.1	29077466	29078970	NC_035787.1
XP_022299016.1	29306298	29306705	NC_035787.1
XP_022299017.1	47900228	47916252	NC_035787.1
XP_022299018.1	47900228	47916252	NC_035787.1
XP_022299019.1	47900228	47916252	NC_035787.1
XP_022299020.1	47900228	47916252	NC_035787.1
XP_022299021.1	47900228	47916252	NC_035787.1
XP_022299022.1	47893528	47895066	NC_035787.1
XP_022299023.1	49767978	49769170	NC_035780.1
XP_022299024.1	38045716	38063251	NC_035787.1
XP_022299025.1	21030481	21032934	NC_035787.1
XP_022299026.1	21030481	21034571	NC_035787.1
XP_022299027.1	21030481	21031998	NC_035787.1
XP_022299028.1	21030481	21031998	NC_035787.1
XP_022299029.1	21035189	21035189	NC_035787.1
XP_022299030.1	53307364	53360151	NC_035787.1
XP_022299031.1	53307364	53360151	NC_035787.1
XP_022299032.1	53307364	53360151	NC_035787.1
XP_022299033.1	53307364	53360151	NC_035787.1
XP_022299034.1	53307364	53360151	NC_035787.1
XP_022299035.1	53307364	53360151	NC_035787.1
XP_022299036.1	53307364	53360151	NC_035787.1
XP_022299037.1	53307364	53360151	NC_035787.1
XP_022299038.1	49770905	49781937	NC_035780.1
XP_022299039.1	53307364	53360151	NC_035787.1
XP_022299040.1	53307364	53360151	NC_035787.1
XP_022299041.1	53307364	53360151	NC_035787.1
XP_022299042.1	53307364	53360151	NC_035787.1
XP_022299043.1	53307364	53360151	NC_035787.1
XP_022299044.1	53307364	53360151	NC_035787.1
XP_022299045.1	53307364	53360151	NC_035787.1
XP_022299046.1	21135959	21142035	NC_035787.1
XP_022299047.1	21135959	21142035	NC_035787.1
XP_022299048.1	21135959	21142035	NC_035787.1
XP_022299049.1	21135959	21142035	NC_035787.1
XP_022299050.1	21135959	21142035	NC_035787.1
XP_022299051.1	50401011	50403457	NC_035780.1
XP_022299052.1	21135959	21142035	NC_035787.1
XP_022299053.1	21135959	21142035	NC_035787.1
XP_022299054.1	21135959	21142035	NC_035787.1
XP_022299055.1	21135959	21142035	NC_035787.1
XP_022299056.1	21135959	21142035	NC_035787.1
XP_022299057.1	21136799	21142035	NC_035787.1
XP_022299058.1	21115962	21116451	NC_035787.1
XP_022299059.1	45948555	45949068	NC_035787.1
XP_022299060.1	58975196	58978729	NC_035787.1
XP_022299061.1	58976576	58978729	NC_035787.1
XP_022299062.1	58976576	58978729	NC_035787.1
XP_022299063.1	20484610	20503170	NC_035787.1
XP_022299064.1	50613986	50613986	NC_035780.1
XP_022299065.1	20490222	20503170	NC_035787.1
XP_022299066.1	20492415	20503170	NC_035787.1
XP_022299067.1	20505571	20507934	NC_035787.1
XP_022299068.1	43075403	43082721	NC_035787.1
XP_022299069.1	43075403	43082721	NC_035787.1
XP_022299070.1	43075403	43082721	NC_035787.1
XP_022299071.1	43075403	43082721	NC_035787.1
XP_022299072.1	43075403	43082721	NC_035787.1
XP_022299073.1	43166424	43177779	NC_035787.1
XP_022299074.1	43166424	43177779	NC_035787.1
XP_022299075.1	43166424	43177779	NC_035787.1
XP_022299076.1	43235705	43244108	NC_035787.1
XP_022299077.1	43577896	43579949	NC_035787.1
XP_022299078.1	51837614	51864012	NC_035780.1
XP_022299079.1	43574942	43579949	NC_035787.1
XP_022299080.1	43578229	43579949	NC_035787.1
XP_022299081.1	43570202	43570202	NC_035787.1
XP_022299082.1	42999794	43010425	NC_035787.1
XP_022299083.1	42999794	43010425	NC_035787.1
XP_022299084.1	42999794	43010425	NC_035787.1
XP_022299085.1	42999794	43010426	NC_035787.1
XP_022299086.1	42999794	43010425	NC_035787.1
XP_022299087.1	42999794	43010427	NC_035787.1
XP_022299088.1	42999794	43010427	NC_035787.1
XP_022299089.1	42999794	43010425	NC_035787.1
XP_022299090.1	42999794	43010426	NC_035787.1
XP_022299091.1	51993245	52032624	NC_035780.1
XP_022299092.1	42999794	43010427	NC_035787.1
XP_022299093.1	42999794	43010425	NC_035787.1
XP_022299094.1	42999794	43010425	NC_035787.1
XP_022299095.1	42999794	43010425	NC_035787.1
XP_022299096.1	42999794	43010425	NC_035787.1
XP_022299097.1	42999794	43010425	NC_035787.1
XP_022299098.1	42999794	43010425	NC_035787.1
XP_022299099.1	43002781	43010425	NC_035787.1
XP_022299100.1	43010162	43010365	NC_035787.1
XP_022299101.1	42972386	42975222	NC_035787.1
XP_022299102.1	42972386	42975006	NC_035787.1
XP_022299103.1	42972386	42973177	NC_035787.1
XP_022299104.1	43551776	43551776	NC_035787.1
XP_022299105.1	43551776	43551776	NC_035787.1
XP_022299106.1	52097557	52128598	NC_035780.1
XP_022299107.1	43551776	43551776	NC_035787.1
XP_022299108.1	43551776	43551776	NC_035787.1
XP_022299109.1	43461450	43461450	NC_035787.1
XP_022299110.1	43358000	43358000	NC_035787.1
XP_022299111.1	43358000	43358000	NC_035787.1
XP_022299112.1	43490364	43490364	NC_035787.1
XP_022299113.1	43425560	43425560	NC_035787.1
XP_022299114.1	43425560	43425560	NC_035787.1
XP_022299115.1	43305685	43305685	NC_035787.1
XP_022299116.1	43670190	43670190	NC_035787.1
XP_022299117.1	43612515	43612515	NC_035787.1
XP_022299118.1	43581985	43583659	NC_035787.1
XP_022299119.1	43581985	43583659	NC_035787.1
XP_022299120.1	43590619	43590619	NC_035787.1
XP_022299121.1	43030826	43031506	NC_035787.1
XP_022299122.1	43030826	43031506	NC_035787.1
XP_022299123.1	43030826	43031506	NC_035787.1
XP_022299124.1	43030826	43031506	NC_035787.1
XP_022299125.1	43442847	43444129	NC_035787.1
XP_022299126.1	43520883	43521701	NC_035787.1
XP_022299127.1	52179371	52180729	NC_035780.1
XP_022299128.1	43298344	43299144	NC_035787.1
XP_022299129.1	22866910	22873042	NC_035780.1
XP_022299130.1	52190977	52202097	NC_035780.1
XP_022299131.1	75094546	75106628	NC_035787.1
XP_022299132.1	75100407	75105404	NC_035787.1
XP_022299133.1	26947923	26974381	NC_035787.1
XP_022299134.1	26947923	26993834	NC_035787.1
XP_022299135.1	26921351	26974381	NC_035787.1
XP_022299136.1	27013489	27022917	NC_035787.1
XP_022299137.1	26979182	26984987	NC_035787.1
XP_022299138.1	52631779	52634599	NC_035780.1
XP_022299139.1	26925396	26930005	NC_035787.1
XP_022299140.1	27027511	27032826	NC_035787.1
XP_022299141.1	49223829	49223829	NC_035787.1
XP_022299142.1	49223829	49223829	NC_035787.1
XP_022299143.1	10894214	10908206	NC_035787.1
XP_022299144.1	10923408	10925370	NC_035787.1
XP_022299145.1	10923408	10923408	NC_035787.1
XP_022299146.1	10967335	10967973	NC_035787.1
XP_022299147.1	10909883	10909883	NC_035787.1
XP_022299148.1	52751416	52752414	NC_035780.1
XP_022299149.1	10959905	10959905	NC_035787.1
XP_022299150.1	10959905	10959905	NC_035787.1
XP_022299151.1	10959905	10959905	NC_035787.1
XP_022299152.1	10823400	10823400	NC_035787.1
XP_022299153.1	10830895	10830895	NC_035787.1
XP_022299154.1	10953835	10953835	NC_035787.1
XP_022299155.1	10940049	10940049	NC_035787.1
XP_022299156.1	10940049	10940049	NC_035787.1
XP_022299157.1	10849420	10849420	NC_035787.1
XP_022299158.1	10888951	10893913	NC_035787.1
XP_022299159.1	10964297	10964297	NC_035787.1
XP_022299160.1	10860693	10874758	NC_035787.1
XP_022299161.1	52765741	52781650	NC_035780.1
XP_022299162.1	10814143	10819487	NC_035787.1
XP_022299163.1	10814143	10819487	NC_035787.1
XP_022299164.1	10833623	10839196	NC_035787.1
XP_022299165.1	10835483	10839196	NC_035787.1
XP_022299166.1	10838373	10839196	NC_035787.1
XP_022299167.1	73844751	73881372	NC_035787.1
XP_022299168.1	73844751	73881372	NC_035787.1
XP_022299169.1	73844751	73881372	NC_035787.1
XP_022299170.1	73844751	73881372	NC_035787.1
XP_022299171.1	73844751	73857464	NC_035787.1
XP_022299172.1	73844751	73859707	NC_035787.1
XP_022299173.1	73844751	73859707	NC_035787.1
XP_022299174.1	73844751	73859707	NC_035787.1
XP_022299175.1	52931797	52934057	NC_035780.1
XP_022299176.1	73844751	73859707	NC_035787.1
XP_022299177.1	73844751	73850200	NC_035787.1
XP_022299178.1	72373392	72375431	NC_035787.1
XP_022299179.1	72373392	72378154	NC_035787.1
XP_022299180.1	43759819	43759819	NC_035787.1
XP_022299181.1	43768773	43769011	NC_035787.1
XP_022299182.1	49900836	49917683	NC_035787.1
XP_022299183.1	53092212	53093911	NC_035787.1
XP_022299184.1	53071311	53091239	NC_035787.1
XP_022299185.1	52944636	52961748	NC_035780.1
XP_022299186.1	53070318	53097413	NC_035787.1
XP_022299187.1	22876093	22877984	NC_035787.1
XP_022299188.1	22865000	22865000	NC_035787.1
XP_022299189.1	22865000	22865000	NC_035787.1
XP_022299190.1	22867404	22870433	NC_035787.1
XP_022299191.1	45336894	45336894	NC_035787.1
XP_022299192.1	45336894	45336894	NC_035787.1
XP_022299193.1	53283504	53288749	NC_035780.1
XP_022299194.1	45336894	45336894	NC_035787.1
XP_022299195.1	45336894	45336894	NC_035787.1
XP_022299196.1	45336894	45336894	NC_035787.1
XP_022299197.1	45336894	45336894	NC_035787.1
XP_022299198.1	34729405	34738560	NC_035787.1
XP_022299199.1	34730096	34738560	NC_035787.1
XP_022299200.1	34690196	34699898	NC_035787.1
XP_022299201.1	34689961	34699898	NC_035787.1
XP_022299202.1	34718449	34721205	NC_035787.1
XP_022299203.1	22866910	22873042	NC_035780.1
XP_022299204.1	30712307	30776061	NC_035787.1
XP_022299205.1	30739117	30741473	NC_035787.1
XP_022299206.1	30739117	30741473	NC_035787.1
XP_022299207.1	30739976	30741473	NC_035787.1
XP_022299208.1	30741620	30742862	NC_035787.1
XP_022299209.1	30748806	30750138	NC_035787.1
XP_022299210.1	30748806	30750138	NC_035787.1
XP_022299211.1	30744181	30745115	NC_035787.1
XP_022299212.1	38076746	38104223	NC_035787.1
XP_022299213.1	38076746	38099312	NC_035787.1
XP_022299214.1	38076746	38104223	NC_035787.1
XP_022299215.1	38076746	38099312	NC_035787.1
XP_022299216.1	38076746	38101391	NC_035787.1
XP_022299217.1	38076746	38104223	NC_035787.1
XP_022299218.1	38076746	38099312	NC_035787.1
XP_022299219.1	38076746	38101391	NC_035787.1
XP_022299220.1	55192572	55199407	NC_035787.1
XP_022299221.1	55216507	55216507	NC_035787.1
XP_022299222.1	55210817	55210817	NC_035787.1
XP_022299223.1	11839541	11871984	NC_035787.1
XP_022299224.1	11839541	11871984	NC_035787.1
XP_022299225.1	64301386	64314483	NC_035787.1
XP_022299226.1	2049758	2058857	NC_035787.1
XP_022299227.1	2049758	2058857	NC_035787.1
XP_022299228.1	53497892	53507940	NC_035780.1
XP_022299229.1	2075590	2076757	NC_035787.1
XP_022299230.1	35731444	35745465	NC_035787.1
XP_022299231.1	35723251	35730252	NC_035787.1
XP_022299232.1	35723251	35730252	NC_035787.1
XP_022299233.1	35723251	35730252	NC_035787.1
XP_022299234.1	18584103	18584103	NC_035787.1
XP_022299235.1	18613033	18613176	NC_035787.1
XP_022299236.1	61651898	61669040	NC_035787.1
XP_022299237.1	53652830	53657986	NC_035780.1
XP_022299238.1	26801944	26823161	NC_035787.1
XP_022299239.1	26801944	26823161	NC_035787.1
XP_022299240.1	26801944	26822854	NC_035787.1
XP_022299241.1	26784866	26788870	NC_035787.1
XP_022299242.1	22689719	22692593	NC_035787.1
XP_022299243.1	22690679	22692593	NC_035787.1
XP_022299244.1	22618997	22624405	NC_035787.1
XP_022299245.1	22618997	22624405	NC_035787.1
XP_022299246.1	22618997	22624405	NC_035787.1
XP_022299247.1	22618997	22624405	NC_035787.1
XP_022299248.1	22707920	22723870	NC_035787.1
XP_022299249.1	53726749	53734955	NC_035780.1
XP_022299250.1	22707920	22717328	NC_035787.1
XP_022299251.1	45346884	45382885	NC_035787.1
XP_022299252.1	45346884	45382885	NC_035787.1
XP_022299253.1	45346884	45382885	NC_035787.1
XP_022299254.1	45346884	45382885	NC_035787.1
XP_022299255.1	45346884	45381936	NC_035787.1
XP_022299256.1	45349692	45382885	NC_035787.1
XP_022299257.1	45349692	45382885	NC_035787.1
XP_022299258.1	45349692	45382885	NC_035787.1
XP_022299259.1	28114667	28120631	NC_035787.1
XP_022299260.1	28115908	28120631	NC_035787.1
XP_022299261.1	28125679	28129229	NC_035787.1
XP_022299262.1	28097512	28098059	NC_035787.1
XP_022299263.1	28097512	28098400	NC_035787.1
XP_022299264.1	13242854	13258218	NC_035787.1
XP_022299265.1	13242854	13258218	NC_035787.1
XP_022299266.1	13242854	13258218	NC_035787.1
XP_022299267.1	13261291	13264624	NC_035787.1
XP_022299268.1	26109943	26122358	NC_035787.1
XP_022299269.1	26105931	26108687	NC_035787.1
XP_022299270.1	42847772	42871517	NC_035787.1
XP_022299271.1	42847772	42871517	NC_035787.1
XP_022299272.1	42847772	42871517	NC_035787.1
XP_022299273.1	42847772	42871517	NC_035787.1
XP_022299274.1	42847772	42871517	NC_035787.1
XP_022299275.1	42847772	42871517	NC_035787.1
XP_022299276.1	42847772	42871517	NC_035787.1
XP_022299277.1	42847772	42871517	NC_035787.1
XP_022299278.1	42847932	42871517	NC_035787.1
XP_022299279.1	22866910	22873042	NC_035780.1
XP_022299280.1	35404377	35426579	NC_035787.1
XP_022299281.1	35404377	35426579	NC_035787.1
XP_022299282.1	35404377	35426579	NC_035787.1
XP_022299283.1	35404377	35426579	NC_035787.1
XP_022299284.1	35404377	35426579	NC_035787.1
XP_022299285.1	35404377	35426579	NC_035787.1
XP_022299286.1	35410209	35426579	NC_035787.1
XP_022299287.1	73798755	73817642	NC_035787.1
XP_022299288.1	73798755	73817642	NC_035787.1
XP_022299289.1	53983658	53986147	NC_035780.1
XP_022299290.1	73798755	73817642	NC_035787.1
XP_022299291.1	73798755	73817032	NC_035787.1
XP_022299292.1	15918660	15948843	NC_035787.1
XP_022299293.1	15918660	15948843	NC_035787.1
XP_022299294.1	33551470	33583940	NC_035787.1
XP_022299295.1	33606835	33639533	NC_035787.1
XP_022299296.1	33606835	33635300	NC_035787.1
XP_022299297.1	33587387	33596002	NC_035787.1
XP_022299298.1	34058315	34062746	NC_035787.1
XP_022299299.1	33838064	33843771	NC_035787.1
XP_022299300.1	33917805	33954253	NC_035787.1
XP_022299301.1	33944685	33954253	NC_035787.1
XP_022299302.1	54084576	54116450	NC_035780.1
XP_022299303.1	33600529	33600529	NC_035787.1
XP_022299304.1	33721170	33721722	NC_035787.1
XP_022299305.1	33601535	33605062	NC_035787.1
XP_022299306.1	44597854	44607833	NC_035787.1
XP_022299307.1	44597854	44616484	NC_035787.1
XP_022299308.1	31305801	31307237	NC_035787.1
XP_022299309.1	54202709	54204501	NC_035780.1
XP_022299310.1	31304200	31307237	NC_035787.1
XP_022299311.1	31306605	31307237	NC_035787.1
XP_022299312.1	31306605	31307237	NC_035787.1
XP_022299313.1	32130629	32156773	NC_035787.1
XP_022299314.1	32140096	32146705	NC_035787.1
XP_022299315.1	32123228	32130062	NC_035787.1
XP_022299316.1	52763823	52795758	NC_035787.1
XP_022299317.1	52763823	52795758	NC_035787.1
XP_022299318.1	52763823	52795758	NC_035787.1
XP_022299319.1	52763823	52795758	NC_035787.1
XP_022299320.1	52763823	52795758	NC_035787.1
XP_022299321.1	52763823	52795758	NC_035787.1
XP_022299322.1	54227899	54230530	NC_035780.1
XP_022299323.1	52763823	52795758	NC_035787.1
XP_022299324.1	52763823	52795758	NC_035787.1
XP_022299325.1	52763823	52795758	NC_035787.1
XP_022299326.1	52763823	52795758	NC_035787.1
XP_022299327.1	52763823	52795758	NC_035787.1
XP_022299328.1	52763823	52795758	NC_035787.1
XP_022299329.1	52763823	52795758	NC_035787.1
XP_022299330.1	52763823	52795758	NC_035787.1
XP_022299331.1	52763823	52795758	NC_035787.1
XP_022299332.1	52763823	52795758	NC_035787.1
XP_022299333.1	52763823	52795758	NC_035787.1
XP_022299334.1	52763823	52795758	NC_035787.1
XP_022299335.1	52763823	52795758	NC_035787.1
XP_022299336.1	52763823	52795758	NC_035787.1
XP_022299337.1	52767100	52795758	NC_035787.1
XP_022299338.1	54778962	54780931	NC_035780.1
XP_022299339.1	52763823	52795758	NC_035787.1
XP_022299340.1	52763823	52795758	NC_035787.1
XP_022299341.1	52763059	52795758	NC_035787.1
XP_022299342.1	53013677	53036914	NC_035787.1
XP_022299343.1	53013677	53036914	NC_035787.1
XP_022299344.1	53013677	53036914	NC_035787.1
XP_022299345.1	53013677	53036914	NC_035787.1
XP_022299346.1	53013677	53036914	NC_035787.1
XP_022299347.1	53013677	53036914	NC_035787.1
XP_022299348.1	53013677	53036914	NC_035787.1
XP_022299349.1	53013677	53036914	NC_035787.1
XP_022299350.1	53013677	53036914	NC_035787.1
XP_022299351.1	53019096	53036914	NC_035787.1
XP_022299352.1	53013677	53036914	NC_035787.1
XP_022299353.1	54800971	54800971	NC_035780.1
XP_022299354.1	34299802	34306231	NC_035787.1
XP_022299355.1	34299802	34306231	NC_035787.1
XP_022299356.1	34299802	34306231	NC_035787.1
XP_022299357.1	34299802	34306231	NC_035787.1
XP_022299358.1	34299802	34306231	NC_035787.1
XP_022299359.1	34249059	34255461	NC_035787.1
XP_022299360.1	34249059	34255461	NC_035787.1
XP_022299361.1	34249059	34255317	NC_035787.1
XP_022299362.1	34249059	34255461	NC_035787.1
XP_022299363.1	34249059	34254236	NC_035787.1
XP_022299364.1	34249059	34254236	NC_035787.1
XP_022299365.1	34249059	34254236	NC_035787.1
XP_022299366.1	34260684	34267700	NC_035787.1
XP_022299367.1	34260684	34267700	NC_035787.1
XP_022299368.1	54803182	54803182	NC_035780.1
XP_022299369.1	34260684	34267700	NC_035787.1
XP_022299370.1	34260684	34292082	NC_035787.1
XP_022299371.1	34260684	34267700	NC_035787.1
XP_022299372.1	36316359	36316359	NC_035787.1
XP_022299373.1	36313458	36317692	NC_035787.1
XP_022299374.1	36227109	36229655	NC_035787.1
XP_022299375.1	36227109	36229655	NC_035787.1
XP_022299376.1	36267126	36273623	NC_035787.1
XP_022299377.1	36210320	36215132	NC_035787.1
XP_022299378.1	36310572	36320916	NC_035787.1
XP_022299379.1	54937790	54946761	NC_035780.1
XP_022299380.1	36299265	36303180	NC_035787.1
XP_022299381.1	16028039	16047047	NC_035787.1
XP_022299382.1	23015204	23039231	NC_035787.1
XP_022299383.1	23015407	23039231	NC_035787.1
XP_022299384.1	23052316	23055370	NC_035787.1
XP_022299385.1	4102624	4123859	NC_035787.1
XP_022299386.1	4100154	4123859	NC_035787.1
XP_022299387.1	52062150	52081141	NC_035787.1
XP_022299388.1	28928139	28929960	NC_035787.1
XP_022299389.1	28931352	28936475	NC_035787.1
